Date,Open,High,Low,Close,Volume,Adj Close
2008-07-10,84.30,86.06,83.76,86.06,30952700,82.67
2008-07-09,86.15,87.20,84.12,84.31,29082300,80.99
2008-07-08,86.12,86.79,84.86,85.94,35905100,82.55
2008-07-07,87.86,88.88,86.38,86.95,29642900,83.52
2008-07-03,87.97,89.53,86.90,88.27,23120900,84.79
2008-07-02,88.50,89.63,87.24,87.41,34278700,83.97
2008-07-01,87.87,88.35,86.75,88.35,26024700,84.87
2008-06-30,86.81,88.20,86.81,88.13,26883800,84.66
2008-06-27,86.84,87.54,86.14,86.55,28283300,83.14
2008-06-26,87.69,88.52,86.37,86.41,26339700,83.01
2008-06-25,87.25,88.50,85.95,87.60,27120500,84.15
2008-06-24,87.53,88.00,86.34,86.92,21586600,83.50
2008-06-23,85.10,87.70,85.09,87.70,23600700,84.24
2008-06-20,86.30,86.43,84.77,84.91,36185700,81.56
2008-06-19,88.04,88.20,85.50,85.79,26604200,82.41
2008-06-18,88.08,88.66,87.20,87.83,23499500,84.37
2008-06-17,87.87,88.99,87.48,88.62,22026600,85.13
2008-06-16,88.49,88.71,87.79,87.99,18504100,84.52
2008-06-13,86.53,88.40,86.32,88.36,21050700,84.88
2008-06-12,87.98,88.43,86.82,87.06,32263700,83.63
2008-06-11,88.80,89.40,87.77,88.61,24085000,85.12
2008-06-10,88.77,88.99,86.82,87.89,27280200,84.43
2008-06-09,87.61,89.13,87.16,89.07,24232600,85.56
2008-06-06,89.79,90.50,86.67,86.79,34325700,83.37
2008-06-05,86.25,89.31,86.12,89.31,30266800,85.79
2008-06-04,85.30,86.73,85.00,85.75,34110600,82.37
2008-06-03,87.68,88.26,85.61,85.71,31487200,82.33
2008-06-02,88.09,88.71,87.42,87.81,25959100,84.35
2008-05-30,89.58,89.86,88.42,88.76,27125400,85.26
2008-05-29,89.87,90.53,89.25,89.35,24692600,85.83
2008-05-28,89.13,90.58,88.88,90.43,22323600,86.87
2008-05-27,90.04,90.14,89.03,89.80,25885900,86.26
2008-05-23,92.64,92.96,90.66,90.70,25348600,87.13
2008-05-22,93.76,94.29,92.41,92.51,32042100,88.86
2008-05-21,94.63,96.12,93.46,93.67,43221500,89.98
2008-05-20,94.47,94.88,93.93,94.56,26901800,90.83
2008-05-19,92.91,94.59,92.78,94.36,25203000,90.64
2008-05-16,91.85,92.95,91.61,92.67,29839000,89.02
2008-05-15,90.33,91.30,89.96,91.30,28392900,87.70
2008-05-14,89.85,90.99,89.59,89.91,24178900,86.37
2008-05-13,88.87,89.95,88.53,89.68,21165000,86.15
2008-05-12,88.43,89.47,87.60,89.19,23053200,85.68
2008-05-09,89.37,89.59,87.97,88.82,24054700,85.32
2008-05-08,89.00,89.95,88.52,89.93,24332000,86.00
2008-05-07,90.07,90.18,88.67,88.82,27580800,84.94
2008-05-06,89.28,90.39,89.00,90.07,28060600,86.14
2008-05-05,89.70,90.55,89.26,89.51,21273900,85.60
